--- Monitoring Report (2026-02-18) ---
Date: 2026-02-18 21:00:01.168246
----------------------------------------
Task/Process                            | Actual Result       | Expected Result               
----------------------------------------------------------------------------------------------
JAR Status for SMPP            | 3/3         | Expected: 3/3
JARs started today             | 0/3         | Expected: 0/3
CFG Status                              | 0/10                | Expected: 10/10               
CFG Started Today                       | 0/10                | Expected: 0/10                
Storage for /                  | 11.91%       | Not Exceed: 70%
Storage for /data              | 38.66%       | Not Exceed: 70%
Storage for /tmp               | 0.00%       | Not Exceed: 70%
Storage for /var               | 2.63%       | Not Exceed: 70%
Storage for /home              | 6.44%       | Not Exceed: 70%
Storage for /backup            | 41.21%       | Not Exceed: 70%
Storage for /run               | 3.52%       | Not Exceed: 70%
Memory Usage                   | 12.80%      | Not Exceed: 70%
CPU "id" Usage                 | 87.3        | Not Below: 20
TCAP connected                 | 10/10       | Expected: 10/10
M3UA connected                 | 4/4         | Expected: 4/4
LINK connected                 | 2/2         | Expected: 2/2
SMPP CDR last 3 file created   | 3/3         | Expected: 3/3
SMPP CDR last 3 file writing   | 3/3         | Expected: 3/3
SS7 CDR last 3 file created    | 3/3         | Expected: 3/3
SS7 CDR last 3 file writing    | 3/3         | Expected: 3/3
AAG                       | writing      | writing
Nilai                     | writing      | writing
Rawang                    | writing      | writing
SS7 Trace Files Written             | 10/10              | Expected: 10/10
SMPP AAG  ERROR                | 14            | Not Exceed: 50
SMPP Nilai  ERROR              | 0             | Not Exceed: 50
SMPP Rawang  ERROR             | 0             | Not Exceed: 50
SS7 Trace File 1               | 0           | Not Exceed: 2000
SS7 Trace File 2               | 0           | Not Exceed: 2000
SS7 Trace File 3               | 0           | Not Exceed: 2000
SS7 Trace File 4               | 0           | Not Exceed: 2000
SS7 Trace File 5               | 0           | Not Exceed: 2000
SS7 Trace File 6               | 0           | Not Exceed: 2000
SS7 Trace File 7               | 0           | Not Exceed: 2000
SS7 Trace File 8               | 0           | Not Exceed: 2000
SS7 Trace File 9               | 0           | Not Exceed: 2000
SS7 Trace File 10              | 0           | Not Exceed: 2000
Haproxy                        | running       | running
Keepalived                     | running       | running
Java                           | running       | running
Tomcat                         | running       | running
Kafka                          | running       | running
Zookeeper                      | running       | running
SRI Request MWA                     | Current: 848666   | Previous: 828872 (Increased)
SRI Request RE                      | Current: 848810   | Previous: 829025 (Increased)
MT Forward Message Responce         | Current: 132919   | Previous: 129620 (Increased)
MO Messages                         | Current: 11961    | Previous: 11672 (Increased)
MO Messages Response                | Current: 267      | Previous: 249 (Increased)
MT Messages                         | Current: 194902   | Previous: 189849 (Increased)
SRI Message response                | Current: 745131   | Previous: 727884 (Increased)
