--- Monitoring Report (2026-02-21) ---
Date: 2026-02-21 09:00:01.142186
----------------------------------------
Task/Process                            | Actual Result       | Expected Result               
----------------------------------------------------------------------------------------------
JAR Status for SMPP            | 3/3         | Expected: 3/3
JARs started today             | 0/3         | Expected: 0/3
CFG Status                              | 0/10                | Expected: 10/10               
CFG Started Today                       | 0/10                | Expected: 0/10                
Storage for /                  | 12.01%       | Not Exceed: 70%
Storage for /data              | 38.35%       | Not Exceed: 70%
Storage for /tmp               | 0.00%       | Not Exceed: 70%
Storage for /var               | 2.69%       | Not Exceed: 70%
Storage for /home              | 6.44%       | Not Exceed: 70%
Storage for /backup            | 29.51%       | Not Exceed: 70%
Storage for /run               | 3.64%       | Not Exceed: 70%
Memory Usage                   | 12.80%      | Not Exceed: 70%
CPU "id" Usage                 | 94.3        | Not Below: 20
TCAP connected                 | 10/10       | Expected: 10/10
M3UA connected                 | 4/4         | Expected: 4/4
LINK connected                 | 2/2         | Expected: 2/2
SMPP CDR last 3 file created   | 3/3         | Expected: 3/3
SMPP CDR last 3 file writing   | 3/3         | Expected: 3/3
SS7 CDR last 3 file created    | 3/3         | Expected: 3/3
SS7 CDR last 3 file writing    | 3/3         | Expected: 3/3
AAG                       | writing      | writing
Nilai                     | writing      | writing
Rawang                    | writing      | writing
SS7 Trace Files Written             | 10/10              | Expected: 10/10
SMPP AAG  ERROR                | 8             | Not Exceed: 50
SMPP Nilai  ERROR              | 0             | Not Exceed: 50
SMPP Rawang  ERROR             | 0             | Not Exceed: 50
SS7 Trace File 1               | 0           | Not Exceed: 2000
SS7 Trace File 2               | 0           | Not Exceed: 2000
SS7 Trace File 3               | 0           | Not Exceed: 2000
SS7 Trace File 4               | 0           | Not Exceed: 2000
SS7 Trace File 5               | 0           | Not Exceed: 2000
SS7 Trace File 6               | 0           | Not Exceed: 2000
SS7 Trace File 7               | 0           | Not Exceed: 2000
SS7 Trace File 8               | 0           | Not Exceed: 2000
SS7 Trace File 9               | 0           | Not Exceed: 2000
SS7 Trace File 10              | 0           | Not Exceed: 2000
Haproxy                        | running       | running
Keepalived                     | running       | running
Java                           | running       | running
Tomcat                         | running       | running
Kafka                          | running       | running
Zookeeper                      | running       | running
SRI Request MWA                     | Current: 378383   | Previous: 350075 (Increased)
SRI Request RE                      | Current: 378507   | Previous: 350159 (Increased)
MT Forward Message Responce         | Current: 72695    | Previous: 66128 (Increased)
MO Messages                         | Current: 178434   | Previous: 160706 (Increased)
MO Messages Response                | Current: 82119    | Previous: 72149 (Increased)
MT Messages                         | Current: 104326   | Previous: 95932 (Increased)
SRI Message response                | Current: 279733   | Previous: 261521 (Increased)
